section_id,file_id,url,heading_markdown,local_readme_file,heading_level
20,29,https://github.com/antlinker/go-mqtt,#### 例子,antlinker.go-mqtt.md,4
1,30,https://github.com/anyexxx/iCreator,# iCreator,anyexxx.iCreator.md,1
2,30,https://github.com/anyexxx/iCreator,## ,anyexxx.iCreator.md,2
3,30,https://github.com/anyexxx/iCreator,### Getting started,anyexxx.iCreator.md,3
4,30,https://github.com/anyexxx/iCreator,### Examples,anyexxx.iCreator.md,3
5,30,https://github.com/anyexxx/iCreator,### About the size of logo image,anyexxx.iCreator.md,3
1,31,https://github.com/Apentz49/django-movies-api,# Django Movie API,Apentz49.django-movies-api.md,1
2,31,https://github.com/Apentz49/django-movies-api,## Description,Apentz49.django-movies-api.md,2
3,31,https://github.com/Apentz49/django-movies-api,## Learning Objectives,Apentz49.django-movies-api.md,2
4,31,https://github.com/Apentz49/django-movies-api,## Details,Apentz49.django-movies-api.md,2
5,31,https://github.com/Apentz49/django-movies-api,### Deliverables,Apentz49.django-movies-api.md,3
6,31,https://github.com/Apentz49/django-movies-api,### Normal Mode,Apentz49.django-movies-api.md,3
7,31,https://github.com/Apentz49/django-movies-api,### Hard Mode,Apentz49.django-movies-api.md,3
8,31,https://github.com/Apentz49/django-movies-api,### Additional Resources:,Apentz49.django-movies-api.md,3
1,32,https://github.com/appirits/awesome_admin_layout,# AwesomeAdminLayout,appirits.awesome_admin_layout.md,1
2,32,https://github.com/appirits/awesome_admin_layout,## Installation,appirits.awesome_admin_layout.md,2
3,32,https://github.com/appirits/awesome_admin_layout,## Usage,appirits.awesome_admin_layout.md,2
4,32,https://github.com/appirits/awesome_admin_layout,### a. Ruby on Rails,appirits.awesome_admin_layout.md,3
5,32,https://github.com/appirits/awesome_admin_layout,### b. Sinatra,appirits.awesome_admin_layout.md,3
6,32,https://github.com/appirits/awesome_admin_layout,## Development,appirits.awesome_admin_layout.md,2
7,32,https://github.com/appirits/awesome_admin_layout,## Contributing,appirits.awesome_admin_layout.md,2
1,33,https://github.com/Archerpe/HanLP,# HanLP: Han Language Processing,Archerpe.HanLP.md,1
2,33,https://github.com/Archerpe/HanLP,## ,Archerpe.HanLP.md,2
3,33,https://github.com/Archerpe/HanLP,## ,Archerpe.HanLP.md,2
4,33,https://github.com/Archerpe/HanLP,## 项目主页,Archerpe.HanLP.md,2
5,33,https://github.com/Archerpe/HanLP,## ,Archerpe.HanLP.md,2
6,33,https://github.com/Archerpe/HanLP,## 下载与配置,Archerpe.HanLP.md,2
7,33,https://github.com/Archerpe/HanLP,###方式一、Maven,Archerpe.HanLP.md,3
8,33,https://github.com/Archerpe/HanLP,###方式二、下载jar、data、hanlp.properties,Archerpe.HanLP.md,3
9,33,https://github.com/Archerpe/HanLP,#### 1、下载jar,Archerpe.HanLP.md,4
10,33,https://github.com/Archerpe/HanLP,#### 2、下载data,Archerpe.HanLP.md,4
11,33,https://github.com/Archerpe/HanLP,#### 3、配置文件,Archerpe.HanLP.md,4
12,33,https://github.com/Archerpe/HanLP,## 调用方法,Archerpe.HanLP.md,2
13,33,https://github.com/Archerpe/HanLP,### 1. 第一个Demo,Archerpe.HanLP.md,3
14,33,https://github.com/Archerpe/HanLP,### 2. 标准分词,Archerpe.HanLP.md,3
15,33,https://github.com/Archerpe/HanLP,### 3. NLP分词,Archerpe.HanLP.md,3
16,33,https://github.com/Archerpe/HanLP,### 4. 索引分词,Archerpe.HanLP.md,3
17,33,https://github.com/Archerpe/HanLP,### 5. N-最短路径分词,Archerpe.HanLP.md,3
18,33,https://github.com/Archerpe/HanLP,### 6. CRF分词,Archerpe.HanLP.md,3
19,33,https://github.com/Archerpe/HanLP,### 7. 极速词典分词,Archerpe.HanLP.md,3
20,33,https://github.com/Archerpe/HanLP,### 8. 用户自定义词典,Archerpe.HanLP.md,3
21,33,https://github.com/Archerpe/HanLP,### 9. 中国人名识别,Archerpe.HanLP.md,3
22,33,https://github.com/Archerpe/HanLP,### 10. 音译人名识别,Archerpe.HanLP.md,3
23,33,https://github.com/Archerpe/HanLP,### 11. 日本人名识别,Archerpe.HanLP.md,3
24,33,https://github.com/Archerpe/HanLP,### 12. 地名识别,Archerpe.HanLP.md,3
25,33,https://github.com/Archerpe/HanLP,### 13. 机构名识别,Archerpe.HanLP.md,3
26,33,https://github.com/Archerpe/HanLP,### 14. 关键词提取,Archerpe.HanLP.md,3
27,33,https://github.com/Archerpe/HanLP,### 15. 自动摘要,Archerpe.HanLP.md,3
28,33,https://github.com/Archerpe/HanLP,### 16. 短语提取,Archerpe.HanLP.md,3
29,33,https://github.com/Archerpe/HanLP,### 17. 拼音转换,Archerpe.HanLP.md,3
30,33,https://github.com/Archerpe/HanLP,### 18. 简繁转换,Archerpe.HanLP.md,3
31,33,https://github.com/Archerpe/HanLP,### 19. 文本推荐,Archerpe.HanLP.md,3
32,33,https://github.com/Archerpe/HanLP,### 20. 语义距离,Archerpe.HanLP.md,3
33,33,https://github.com/Archerpe/HanLP,### 21. 依存句法分析,Archerpe.HanLP.md,3
34,33,https://github.com/Archerpe/HanLP,## 词典说明,Archerpe.HanLP.md,2
35,33,https://github.com/Archerpe/HanLP,### 基本格式,Archerpe.HanLP.md,3
36,33,https://github.com/Archerpe/HanLP,### 数据结构,Archerpe.HanLP.md,3
37,33,https://github.com/Archerpe/HanLP,### 储存形式,Archerpe.HanLP.md,3
38,33,https://github.com/Archerpe/HanLP,### 修改方法,Archerpe.HanLP.md,3
39,33,https://github.com/Archerpe/HanLP,## ,Archerpe.HanLP.md,2
40,33,https://github.com/Archerpe/HanLP,## 版权,Archerpe.HanLP.md,2
41,33,https://github.com/Archerpe/HanLP,### 上海林原信息科技有限公司,Archerpe.HanLP.md,3
42,33,https://github.com/Archerpe/HanLP,### 鸣谢,Archerpe.HanLP.md,3
1,34,https://github.com/ArmiT/yii2-eav,# EAV Dynamic Attributes for Yii2,ArmiT.yii2-eav.md,1
2,34,https://github.com/ArmiT/yii2-eav,# Screenshots,ArmiT.yii2-eav.md,1
3,34,https://github.com/ArmiT/yii2-eav,## Edit attributes,ArmiT.yii2-eav.md,2
4,34,https://github.com/ArmiT/yii2-eav,### List of attributes,ArmiT.yii2-eav.md,3
5,34,https://github.com/ArmiT/yii2-eav,### Edit attribute,ArmiT.yii2-eav.md,3
6,34,https://github.com/ArmiT/yii2-eav,## Edit form,ArmiT.yii2-eav.md,2
7,34,https://github.com/ArmiT/yii2-eav,# Install,ArmiT.yii2-eav.md,1
8,34,https://github.com/ArmiT/yii2-eav,## Add github repository,ArmiT.yii2-eav.md,2
9,34,https://github.com/ArmiT/yii2-eav,## Configure,ArmiT.yii2-eav.md,2
10,34,https://github.com/ArmiT/yii2-eav,## Use,ArmiT.yii2-eav.md,2
11,34,https://github.com/ArmiT/yii2-eav,### Model,ArmiT.yii2-eav.md,3
12,34,https://github.com/ArmiT/yii2-eav,### View,ArmiT.yii2-eav.md,3
13,34,https://github.com/ArmiT/yii2-eav,### Form edit,ArmiT.yii2-eav.md,3
14,34,https://github.com/ArmiT/yii2-eav,### Partial template,ArmiT.yii2-eav.md,3
15,34,https://github.com/ArmiT/yii2-eav,### Add attribute,ArmiT.yii2-eav.md,3
16,34,https://github.com/ArmiT/yii2-eav,## Administrate GUI,ArmiT.yii2-eav.md,2
17,34,https://github.com/ArmiT/yii2-eav,## Form,ArmiT.yii2-eav.md,2
18,34,https://github.com/ArmiT/yii2-eav,## Add / Edit attribute,ArmiT.yii2-eav.md,2
1,35,https://github.com/arodrime/homebrew,# Homebrew,arodrime.homebrew.md,1
2,35,https://github.com/arodrime/homebrew,## What Packages Are Available?,arodrime.homebrew.md,2
3,35,https://github.com/arodrime/homebrew,## More Documentation,arodrime.homebrew.md,2
4,35,https://github.com/arodrime/homebrew,## Troubleshooting,arodrime.homebrew.md,2
5,35,https://github.com/arodrime/homebrew,## Who Are You?,arodrime.homebrew.md,2
6,35,https://github.com/arodrime/homebrew,## License,arodrime.homebrew.md,2
7,35,https://github.com/arodrime/homebrew,## Donations,arodrime.homebrew.md,2
1,36,https://github.com/ashusa303/aw-reporting,# AwReporting (Beta),ashusa303.aw-reporting.md,1
2,36,https://github.com/ashusa303/aw-reporting,## Special Note,ashusa303.aw-reporting.md,2
3,36,https://github.com/ashusa303/aw-reporting,## Overview,ashusa303.aw-reporting.md,2
4,36,https://github.com/ashusa303/aw-reporting,## Quick Start ,ashusa303.aw-reporting.md,2
5,36,https://github.com/ashusa303/aw-reporting,### Prerequisites,ashusa303.aw-reporting.md,3
6,36,https://github.com/ashusa303/aw-reporting,### Build the project using Maven,ashusa303.aw-reporting.md,3
7,36,https://github.com/ashusa303/aw-reporting,### Configure your MySQL database,ashusa303.aw-reporting.md,3
8,36,https://github.com/ashusa303/aw-reporting,### Configure AwReporting ,ashusa303.aw-reporting.md,3
9,36,https://github.com/ashusa303/aw-reporting,### Run the project and verify it's working ,ashusa303.aw-reporting.md,3
10,36,https://github.com/ashusa303/aw-reporting,### Command line options ,ashusa303.aw-reporting.md,3
11,36,https://github.com/ashusa303/aw-reporting,### Import the project into Eclipse (optional),ashusa303.aw-reporting.md,3
12,36,https://github.com/ashusa303/aw-reporting,### Generate the database schema using Maven,ashusa303.aw-reporting.md,3
13,36,https://github.com/ashusa303/aw-reporting,## Details about the code,ashusa303.aw-reporting.md,2
14,36,https://github.com/ashusa303/aw-reporting,### Aw-Report-Model,ashusa303.aw-reporting.md,3
15,36,https://github.com/ashusa303/aw-reporting,### Aw-Reporting,ashusa303.aw-reporting.md,3
16,36,https://github.com/ashusa303/aw-reporting,## Offline Data Import,ashusa303.aw-reporting.md,2
17,36,https://github.com/ashusa303/aw-reporting,## **Experimental:** Video Campaign Performance report,ashusa303.aw-reporting.md,2
18,36,https://github.com/ashusa303/aw-reporting,### Fine print,ashusa303.aw-reporting.md,3
1,37,https://github.com/asmboom/Lizitt-Unity3D-Outfitter,# Lizitt Outfitter (Unity3D),asmboom.Lizitt-Unity3D-Outfitter.md,1
2,37,https://github.com/asmboom/Lizitt-Unity3D-Outfitter,## Notice,asmboom.Lizitt-Unity3D-Outfitter.md,2
3,37,https://github.com/asmboom/Lizitt-Unity3D-Outfitter,## Overview,asmboom.Lizitt-Unity3D-Outfitter.md,2
4,37,https://github.com/asmboom/Lizitt-Unity3D-Outfitter,## Installation,asmboom.Lizitt-Unity3D-Outfitter.md,2
5,37,https://github.com/asmboom/Lizitt-Unity3D-Outfitter,## Documentation,asmboom.Lizitt-Unity3D-Outfitter.md,2
6,37,https://github.com/asmboom/Lizitt-Unity3D-Outfitter,### Videos,asmboom.Lizitt-Unity3D-Outfitter.md,3
7,37,https://github.com/asmboom/Lizitt-Unity3D-Outfitter,## Miscellaneous,asmboom.Lizitt-Unity3D-Outfitter.md,2
1,38,https://github.com/att-bdpaas/webhdfs,"# webhdfs - A client library implementation for Hadoop WebHDFS, and HttpFs, for Ruby",att-bdpaas.webhdfs.md,1
2,38,https://github.com/att-bdpaas/webhdfs,## Installation,att-bdpaas.webhdfs.md,2
3,38,https://github.com/att-bdpaas/webhdfs,## Usage,att-bdpaas.webhdfs.md,2
4,38,https://github.com/att-bdpaas/webhdfs,### WebHDFS::Client,att-bdpaas.webhdfs.md,3
5,38,https://github.com/att-bdpaas/webhdfs,### WebHDFS::FileUtils,att-bdpaas.webhdfs.md,3
6,38,https://github.com/att-bdpaas/webhdfs,### For HttpFs,att-bdpaas.webhdfs.md,3
7,38,https://github.com/att-bdpaas/webhdfs,### For HTTP Proxy servers,att-bdpaas.webhdfs.md,3
8,38,https://github.com/att-bdpaas/webhdfs,### For SSL,att-bdpaas.webhdfs.md,3
9,38,https://github.com/att-bdpaas/webhdfs,### For Kerberos Authentication,att-bdpaas.webhdfs.md,3
10,38,https://github.com/att-bdpaas/webhdfs,## AUTHORS,att-bdpaas.webhdfs.md,2
11,38,https://github.com/att-bdpaas/webhdfs,## LICENSE,att-bdpaas.webhdfs.md,2
1,39,https://github.com/avigad/Spectral,# Spectral Sequences,avigad.Spectral.md,1
2,39,https://github.com/avigad/Spectral,#### Participants,avigad.Spectral.md,4
3,39,https://github.com/avigad/Spectral,## Resources,avigad.Spectral.md,2
4,39,https://github.com/avigad/Spectral,## Things to do for Lean spectral sequences project,avigad.Spectral.md,2
5,39,https://github.com/avigad/Spectral,### Algebra To Do:,avigad.Spectral.md,3
6,39,https://github.com/avigad/Spectral,### Topology To Do:,avigad.Spectral.md,3
7,39,https://github.com/avigad/Spectral,### Already Done:,avigad.Spectral.md,3
1,40,https://github.com/AzureByte/csharp_tutorials,# C Sharp ( C# ) Tutorials,AzureByte.csharp_tutorials.md,1
2,40,https://github.com/AzureByte/csharp_tutorials,#### Code samples demonstrating how to code in the c# programming language.,AzureByte.csharp_tutorials.md,4
3,40,https://github.com/AzureByte/csharp_tutorials,#### Points to Note:,AzureByte.csharp_tutorials.md,4
4,40,https://github.com/AzureByte/csharp_tutorials,##  ,AzureByte.csharp_tutorials.md,2
1,41,https://github.com/babyformula/shadowsocks,# shadowsocks,babyformula.shadowsocks.md,1
2,41,https://github.com/babyformula/shadowsocks,## Server,babyformula.shadowsocks.md,2
3,41,https://github.com/babyformula/shadowsocks,### Install,babyformula.shadowsocks.md,3
4,41,https://github.com/babyformula/shadowsocks,### Usage,babyformula.shadowsocks.md,3
5,41,https://github.com/babyformula/shadowsocks,## Client,babyformula.shadowsocks.md,2
6,41,https://github.com/babyformula/shadowsocks,## Documentation,babyformula.shadowsocks.md,2
7,41,https://github.com/babyformula/shadowsocks,## License,babyformula.shadowsocks.md,2
8,41,https://github.com/babyformula/shadowsocks,## Bugs and Issues,babyformula.shadowsocks.md,2
9,41,https://github.com/babyformula/shadowsocks,# shadowsocks,babyformula.shadowsocks.md,1
1,42,https://github.com/bambella4316/javascript-arithmetic-lab-bootcamp-prep-000,## JavaScript Arithmetic Lab,bambella4316.javascript-arithmetic-lab-bootcamp-prep-000.md,2
2,42,https://github.com/bambella4316/javascript-arithmetic-lab-bootcamp-prep-000,## Objectives,bambella4316.javascript-arithmetic-lab-bootcamp-prep-000.md,2
3,42,https://github.com/bambella4316/javascript-arithmetic-lab-bootcamp-prep-000,## Introduction,bambella4316.javascript-arithmetic-lab-bootcamp-prep-000.md,2
4,42,https://github.com/bambella4316/javascript-arithmetic-lab-bootcamp-prep-000,## Basic Math,bambella4316.javascript-arithmetic-lab-bootcamp-prep-000.md,2
5,42,https://github.com/bambella4316/javascript-arithmetic-lab-bootcamp-prep-000,## Math + Assignment,bambella4316.javascript-arithmetic-lab-bootcamp-prep-000.md,2
6,42,https://github.com/bambella4316/javascript-arithmetic-lab-bootcamp-prep-000,## Parsing Numbers,bambella4316.javascript-arithmetic-lab-bootcamp-prep-000.md,2
7,42,https://github.com/bambella4316/javascript-arithmetic-lab-bootcamp-prep-000,### `parseInt()`,bambella4316.javascript-arithmetic-lab-bootcamp-prep-000.md,3
8,42,https://github.com/bambella4316/javascript-arithmetic-lab-bootcamp-prep-000,### `parseFloat()`,bambella4316.javascript-arithmetic-lab-bootcamp-prep-000.md,3
9,42,https://github.com/bambella4316/javascript-arithmetic-lab-bootcamp-prep-000,## Resources,bambella4316.javascript-arithmetic-lab-bootcamp-prep-000.md,2
1,43,https://github.com/barchetta/hackathon-2016-12,# hackathon-2016-12,barchetta.hackathon-2016-12.md,1
2,43,https://github.com/barchetta/hackathon-2016-12,## Running,barchetta.hackathon-2016-12.md,2
3,43,https://github.com/barchetta/hackathon-2016-12,#### Locally,barchetta.hackathon-2016-12.md,4
4,43,https://github.com/barchetta/hackathon-2016-12,#### In GCC,barchetta.hackathon-2016-12.md,4
5,43,https://github.com/barchetta/hackathon-2016-12,## Docker Notes,barchetta.hackathon-2016-12.md,2
6,43,https://github.com/barchetta/hackathon-2016-12,#### Reference Docs,barchetta.hackathon-2016-12.md,4
7,43,https://github.com/barchetta/hackathon-2016-12,## Google Cloud SDK Notes,barchetta.hackathon-2016-12.md,2
8,43,https://github.com/barchetta/hackathon-2016-12,#### Reference Docs,barchetta.hackathon-2016-12.md,4
9,43,https://github.com/barchetta/hackathon-2016-12,## Kubernetes Notes,barchetta.hackathon-2016-12.md,2
10,43,https://github.com/barchetta/hackathon-2016-12,####  Reference Docs,barchetta.hackathon-2016-12.md,4
11,43,https://github.com/barchetta/hackathon-2016-12,## Google Places API,barchetta.hackathon-2016-12.md,2
12,43,https://github.com/barchetta/hackathon-2016-12,####  Reference Docs,barchetta.hackathon-2016-12.md,4
1,44,https://github.com/bazmecode/Pass4Win,# Pass4Win,bazmecode.Pass4Win.md,1
1,45,https://github.com/bdurand/whenever,### Installation,bdurand.whenever.md,3
2,45,https://github.com/bdurand/whenever,### Getting started,bdurand.whenever.md,3
3,45,https://github.com/bdurand/whenever,### The `whenever` command,bdurand.whenever.md,3
4,45,https://github.com/bdurand/whenever,### Example schedule.rb file,bdurand.whenever.md,3
5,45,https://github.com/bdurand/whenever,# run this task only on servers with the :app role in Capistrano,bdurand.whenever.md,1
6,45,https://github.com/bdurand/whenever,# see Capistrano roles section below,bdurand.whenever.md,1
7,45,https://github.com/bdurand/whenever,### Define your own job types,bdurand.whenever.md,3
8,45,https://github.com/bdurand/whenever,### Capistrano integration,bdurand.whenever.md,3
9,45,https://github.com/bdurand/whenever,### Capistrano V3 Integration,bdurand.whenever.md,3
10,45,https://github.com/bdurand/whenever,### Capistrano roles,bdurand.whenever.md,3
11,45,https://github.com/bdurand/whenever,### RVM Integration,bdurand.whenever.md,3
12,45,https://github.com/bdurand/whenever,### Heroku?,bdurand.whenever.md,3
13,45,https://github.com/bdurand/whenever,### Testing,bdurand.whenever.md,3
14,45,https://github.com/bdurand/whenever,### Credit,bdurand.whenever.md,3
15,45,https://github.com/bdurand/whenever,### Discussion / Feedback / Issues / Bugs,bdurand.whenever.md,3
16,45,https://github.com/bdurand/whenever,## ,bdurand.whenever.md,2
